scenario_id,model_id,kind,path,score,status
IMG-CHAR-01,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-01/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-01,gpt-image-2-medium,output,outputs/image/IMG-CHAR-01/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-02,,original_input (source),inputs/IMG-CHAR-02/IMG-CHAR-02-source.png,,frozen
IMG-CHAR-02,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-02/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-02,gpt-image-2-medium,output,outputs/image/IMG-CHAR-02/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-03,,original_input (source),inputs/IMG-CHAR-03/IMG-CHAR-03-source.png,,frozen
IMG-CHAR-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-03/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-03,gpt-image-2-medium,output,outputs/image/IMG-CHAR-03/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-04,,original_input (source),inputs/IMG-CHAR-04/IMG-CHAR-04-source.png,,frozen
IMG-CHAR-04,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-04/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-04,gpt-image-2-medium,output,outputs/image/IMG-CHAR-04/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-05,,original_input (source),inputs/IMG-CHAR-05/IMG-CHAR-05-source.png,,frozen
IMG-CHAR-05,,original_input (reference),inputs/IMG-CHAR-05/IMG-CHAR-05-reference.png,,frozen
IMG-CHAR-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-05/gemini-3-pro-image-vertex.png,9.9,scored
IMG-CHAR-05,gpt-image-2-medium,output,outputs/image/IMG-CHAR-05/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-06,,original_input (source),inputs/IMG-CHAR-06/IMG-CHAR-06-source.png,,frozen
IMG-CHAR-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-06/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-06,gpt-image-2-medium,output,outputs/image/IMG-CHAR-06/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-07,,original_input (source),inputs/IMG-CHAR-07/IMG-CHAR-07-source.png,,frozen
IMG-CHAR-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-07/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-07,gpt-image-2-medium,output,outputs/image/IMG-CHAR-07/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-08,,original_input (source),inputs/IMG-CHAR-08/IMG-CHAR-08-source.png,,frozen
IMG-CHAR-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-08/gemini-3-pro-image-vertex.png,9.55,scored
IMG-CHAR-08,gpt-image-2-medium,output,outputs/image/IMG-CHAR-08/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-09,,original_input (source),inputs/IMG-CHAR-09/IMG-CHAR-09-source.png,,frozen
IMG-CHAR-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-09/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-09,gpt-image-2-medium,output,outputs/image/IMG-CHAR-09/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-10,,original_input (source),inputs/IMG-CHAR-10/IMG-CHAR-10-source.png,,frozen
IMG-CHAR-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-CHAR-10/gemini-3-pro-image-vertex.png,10.0,scored
IMG-CHAR-10,gpt-image-2-medium,output,outputs/image/IMG-CHAR-10/gpt-image-2-medium.png,9.3,scored
IMG-LE-01,,original_input (source),inputs/IMG-LE-01/IMG-LE-01-source.png,,frozen
IMG-LE-01,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-01/gemini-3-pro-image-vertex.png,9.6759,scored
IMG-LE-01,gpt-image-2-medium,output,outputs/image/IMG-LE-01/gpt-image-2-medium.png,9.6759,scored
IMG-LE-02,,original_input (source),inputs/IMG-LE-02/IMG-LE-02-source.png,,frozen
IMG-LE-02,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-02/gemini-3-pro-image-vertex.png,8.3333,scored
IMG-LE-02,gpt-image-2-medium,output,outputs/image/IMG-LE-02/gpt-image-2-medium.png,8.1667,scored
IMG-LE-03,,original_input (source),inputs/IMG-LE-03/IMG-LE-03-source.png,,frozen
IMG-LE-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-03/gemini-3-pro-image-vertex.png,8.7037,scored
IMG-LE-03,gpt-image-2-medium,output,outputs/image/IMG-LE-03/gpt-image-2-medium.png,8.7037,scored
IMG-LE-04,,original_input (source),inputs/IMG-LE-04/IMG-LE-04-source.png,,frozen
IMG-LE-04,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-04/gemini-3-pro-image-vertex.png,8.7037,scored
IMG-LE-04,gpt-image-2-medium,output,outputs/image/IMG-LE-04/gpt-image-2-medium.png,8.3982,scored
IMG-LE-05,,original_input (source),inputs/IMG-LE-05/IMG-LE-05-source.png,,frozen
IMG-LE-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-05/gemini-3-pro-image-vertex.png,8.0556,scored
IMG-LE-05,gpt-image-2-medium,output,outputs/image/IMG-LE-05/gpt-image-2-medium.png,8.0556,scored
IMG-LE-06,,original_input (source),inputs/IMG-LE-06/IMG-LE-06-source.png,,frozen
IMG-LE-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-06/gemini-3-pro-image-vertex.png,8.0556,scored
IMG-LE-06,gpt-image-2-medium,output,outputs/image/IMG-LE-06/gpt-image-2-medium.png,7.5833,scored
IMG-LE-07,,original_input (source),inputs/IMG-LE-07/IMG-LE-07-source.png,,frozen
IMG-LE-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-07/gemini-3-pro-image-vertex.png,9.6759,scored
IMG-LE-07,gpt-image-2-medium,output,outputs/image/IMG-LE-07/gpt-image-2-medium.png,8.7037,scored
IMG-LE-08,,original_input (source),inputs/IMG-LE-08/IMG-LE-08-source.png,,frozen
IMG-LE-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-08/gemini-3-pro-image-vertex.png,10.0,scored
IMG-LE-08,gpt-image-2-medium,output,outputs/image/IMG-LE-08/gpt-image-2-medium.png,10.0,scored
IMG-LE-09,,original_input (source),inputs/IMG-LE-09/IMG-LE-09-source.png,,frozen
IMG-LE-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-09/gemini-3-pro-image-vertex.png,8.7037,scored
IMG-LE-09,gpt-image-2-medium,output,outputs/image/IMG-LE-09/gpt-image-2-medium.png,8.3796,scored
IMG-LE-10,,original_input (source),inputs/IMG-LE-10/IMG-LE-10-source.png,,frozen
IMG-LE-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-10/gemini-3-pro-image-vertex.png,7.0185,scored
IMG-LE-10,gpt-image-2-medium,output,outputs/image/IMG-LE-10/gpt-image-2-medium.png,7.5741,scored
IMG-STY-01,,original_input (source),inputs/IMG-STY-01/IMG-STY-01-source.png,,frozen
IMG-STY-01,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-01/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-01,gpt-image-2-medium,output,outputs/image/IMG-STY-01/gpt-image-2-medium.png,10.0,scored
IMG-STY-02,,original_input (source),inputs/IMG-STY-02/IMG-STY-02-source.png,,frozen
IMG-STY-02,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-02/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-02,gpt-image-2-medium,output,outputs/image/IMG-STY-02/gpt-image-2-medium.png,10.0,scored
IMG-STY-03,,original_input (source),inputs/IMG-STY-03/IMG-STY-03-source.png,,frozen
IMG-STY-03,,original_input (reference),inputs/IMG-STY-03/IMG-STY-03-reference.png,,frozen
IMG-STY-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-03/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-03,gpt-image-2-medium,output,outputs/image/IMG-STY-03/gpt-image-2-medium.png,4.8,scored
IMG-STY-04,,original_input (source),inputs/IMG-STY-04/IMG-STY-04-source.png,,frozen
IMG-STY-04,,original_input (reference),inputs/IMG-STY-04/IMG-STY-04-reference.png,,frozen
IMG-STY-04,,original_input (reference2),inputs/IMG-STY-04/IMG-STY-04-reference2.png,,frozen
IMG-STY-04,,original_input (reference3),inputs/IMG-STY-04/IMG-STY-04-reference3.png,,frozen
IMG-STY-04,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-04/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-04,gpt-image-2-medium,output,outputs/image/IMG-STY-04/gpt-image-2-medium.png,10.0,scored
IMG-STY-05,,original_input (source),inputs/IMG-STY-05/IMG-STY-05-source.png,,frozen
IMG-STY-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-05/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-05,gpt-image-2-medium,output,outputs/image/IMG-STY-05/gpt-image-2-medium.png,10.0,scored
IMG-STY-06,,original_input (source),inputs/IMG-STY-06/IMG-STY-06-source.png,,frozen
IMG-STY-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-06/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-06,gpt-image-2-medium,output,outputs/image/IMG-STY-06/gpt-image-2-medium.png,10.0,scored
IMG-STY-07,,original_input (source),inputs/IMG-STY-07/IMG-STY-07-source.png,,frozen
IMG-STY-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-07/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-07,gpt-image-2-medium,output,outputs/image/IMG-STY-07/gpt-image-2-medium.png,10.0,scored
IMG-STY-08,,original_input (source),inputs/IMG-STY-08/IMG-STY-08-source.png,,frozen
IMG-STY-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-08/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-08,gpt-image-2-medium,output,outputs/image/IMG-STY-08/gpt-image-2-medium.png,10.0,scored
IMG-STY-09,,original_input (source),inputs/IMG-STY-09/IMG-STY-09-source.png,,frozen
IMG-STY-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-09/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-09,gpt-image-2-medium,output,outputs/image/IMG-STY-09/gpt-image-2-medium.png,10.0,scored
IMG-STY-10,,original_input (source),inputs/IMG-STY-10/IMG-STY-10-source.png,,frozen
IMG-STY-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-10/gemini-3-pro-image-vertex.png,10.0,scored
IMG-STY-10,gpt-image-2-medium,output,outputs/image/IMG-STY-10/gpt-image-2-medium.png,10.0,scored
IMG-TXT-08,,original_input (source),inputs/IMG-TXT-08/IMG-TXT-08-source.png,,frozen
IMG-TXT-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-08/gemini-3-pro-image-vertex.png,9.4118,scored
IMG-TXT-08,gpt-image-2-medium,output,outputs/image/IMG-TXT-08/gpt-image-2-medium.png,9.7059,scored
IMG-TXT-09,,original_input (source),inputs/IMG-TXT-09/IMG-TXT-09-source.png,,frozen
IMG-TXT-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-09/gemini-3-pro-image-vertex.png,9.575,scored
IMG-TXT-09,gpt-image-2-medium,output,outputs/image/IMG-TXT-09/gpt-image-2-medium.png,9.875,scored
IMG-TXT-10,,original_input (source),inputs/IMG-TXT-10/IMG-TXT-10-source.png,,frozen
IMG-TXT-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-TXT-10/gemini-3-pro-image-vertex.png,7.1254,scored
IMG-TXT-10,gpt-image-2-medium,output,outputs/image/IMG-TXT-10/gpt-image-2-medium.png,10.0,scored
IMG-UI-04,,original_input (source),inputs/IMG-UI-04/IMG-UI-04-source.png,,frozen
IMG-UI-04,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-04/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-04,gpt-image-2-medium,output,outputs/image/IMG-UI-04/gpt-image-2-medium.png,8.933,scored
IMG-UI-05,,original_input (source),inputs/IMG-UI-05/IMG-UI-05-source.png,,frozen
IMG-UI-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-05/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-05,gpt-image-2-medium,output,outputs/image/IMG-UI-05/gpt-image-2-medium.png,10.0,scored
IMG-UI-06,,original_input (source),inputs/IMG-UI-06/IMG-UI-06-source.png,,frozen
IMG-UI-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-06/gemini-3-pro-image-vertex.png,10.0,scored
IMG-UI-06,gpt-image-2-medium,output,outputs/image/IMG-UI-06/gpt-image-2-medium.png,10.0,scored
