scenario_id,model_id,kind,path,score,status
IMG-GEDIT-18,,original_input (source),inputs/IMG-GEDIT-18/IMG-GEDIT-18-source.png,,frozen
IMG-GEDIT-18,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-18/gemini-3-1-flash-image-vertex.png,7.5,scored
IMG-GEDIT-18,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-18/gpt-image-2-medium.png,,unjudged
IMG-GEDIT-20,,original_input (source),inputs/IMG-GEDIT-20/IMG-GEDIT-20-source.png,,frozen
IMG-GEDIT-20,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-20/gemini-3-1-flash-image-vertex.png,8.75,scored
IMG-GEDIT-20,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-20/gpt-image-2-medium.png,10.0,scored
IMG-GEDIT-21,,original_input (source),inputs/IMG-GEDIT-21/IMG-GEDIT-21-source.png,,frozen
IMG-GEDIT-21,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-21/gemini-3-1-flash-image-vertex.png,9.5,scored
IMG-GEDIT-21,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-21/gpt-image-2-medium.png,10.0,scored
IMG-GEDIT-22,,original_input (source),inputs/IMG-GEDIT-22/IMG-GEDIT-22-source.png,,frozen
IMG-GEDIT-22,gemini-3-1-flash-image-vertex,invalid_attempt,outputs/image/IMG-GEDIT-22/gemini-3-1-flash-image-vertex.invalid-1.png,0.0,invalid
IMG-GEDIT-22,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-22/gemini-3-1-flash-image-vertex.png,0.0,invalid
IMG-GEDIT-22,gpt-image-2-medium,invalid_attempt,outputs/image/IMG-GEDIT-22/gpt-image-2-medium.invalid-1.png,0.0,invalid
IMG-GEDIT-22,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-22/gpt-image-2-medium.png,0.0,invalid
IMG-GEDIT-26,,original_input (source),inputs/IMG-GEDIT-26/IMG-GEDIT-26-source.png,,frozen
IMG-GEDIT-26,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-26/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GEDIT-26,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-26/gpt-image-2-medium.png,10.0,scored
IMG-GEDIT-27,,original_input (source),inputs/IMG-GEDIT-27/IMG-GEDIT-27-source.png,,frozen
IMG-GEDIT-27,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-27/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GEDIT-27,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-27/gpt-image-2-medium.png,10.0,scored
IMG-GEDIT-28,,original_input (source),inputs/IMG-GEDIT-28/IMG-GEDIT-28-source.png,,frozen
IMG-GEDIT-28,gemini-3-1-flash-image-vertex,invalid_attempt,outputs/image/IMG-GEDIT-28/gemini-3-1-flash-image-vertex.invalid-1.png,,generated
IMG-GEDIT-28,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-28/gemini-3-1-flash-image-vertex.png,,generated
IMG-GEDIT-28,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-28/gpt-image-2-medium.png,10.0,scored
IMG-GEDIT-30,,original_input (source),inputs/IMG-GEDIT-30/IMG-GEDIT-30-source.png,,frozen
IMG-GEDIT-30,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-30/gemini-3-1-flash-image-vertex.png,,generated
IMG-GEDIT-30,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-30/gpt-image-2-medium.png,,generated
IMG-GEDIT-31,,original_input (source),inputs/IMG-GEDIT-31/IMG-GEDIT-31-source.png,,frozen
IMG-GEDIT-31,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-31/gemini-3-1-flash-image-vertex.png,,generated
IMG-GEDIT-31,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-31/gpt-image-2-medium.png,,generated
IMG-GEDIT-32,,original_input (source),inputs/IMG-GEDIT-32/IMG-GEDIT-32-source.png,,frozen
IMG-GEDIT-32,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GEDIT-32/gemini-3-1-flash-image-vertex.png,,generated
IMG-GEDIT-32,gpt-image-2-medium,output,outputs/image/IMG-GEDIT-32/gpt-image-2-medium.png,,generated
IMG-GT2I-14,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-14/gemini-3-1-flash-image-vertex.png,9.5,scored
IMG-GT2I-14,gpt-image-2-medium,output,outputs/image/IMG-GT2I-14/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-16,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-16/gemini-3-1-flash-image-vertex.png,9.35,scored
IMG-GT2I-16,gpt-image-2-medium,output,outputs/image/IMG-GT2I-16/gpt-image-2-medium.png,8.9,scored
IMG-GT2I-21,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-21/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GT2I-21,gpt-image-2-medium,output,outputs/image/IMG-GT2I-21/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-22,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-22/gemini-3-1-flash-image-vertex.png,9.75,scored
IMG-GT2I-22,gpt-image-2-medium,output,outputs/image/IMG-GT2I-22/gpt-image-2-medium.png,9.675,scored
IMG-GT2I-23,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-23/gemini-3-1-flash-image-vertex.png,9.75,scored
IMG-GT2I-23,gpt-image-2-medium,output,outputs/image/IMG-GT2I-23/gpt-image-2-medium.png,9.875,scored
IMG-GT2I-25,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-25/gemini-3-1-flash-image-vertex.png,6.25,scored
IMG-GT2I-25,gpt-image-2-medium,output,outputs/image/IMG-GT2I-25/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-26,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-26/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GT2I-26,gpt-image-2-medium,output,outputs/image/IMG-GT2I-26/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-27,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-27/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GT2I-27,gpt-image-2-medium,output,outputs/image/IMG-GT2I-27/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-29,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-29/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-GT2I-29,gpt-image-2-medium,output,outputs/image/IMG-GT2I-29/gpt-image-2-medium.png,10.0,scored
IMG-GT2I-31,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-31/gemini-3-1-flash-image-vertex.png,,generated
IMG-GT2I-31,gpt-image-2-medium,output,outputs/image/IMG-GT2I-31/gpt-image-2-medium.png,,generated
IMG-GT2I-32,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-32/gemini-3-1-flash-image-vertex.png,,generated
IMG-GT2I-32,gpt-image-2-medium,output,outputs/image/IMG-GT2I-32/gpt-image-2-medium.png,,generated
IMG-GT2I-33,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-33/gemini-3-1-flash-image-vertex.png,,generated
IMG-GT2I-33,gpt-image-2-medium,output,outputs/image/IMG-GT2I-33/gpt-image-2-medium.png,,generated
IMG-GT2I-36,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-GT2I-36/gemini-3-1-flash-image-vertex.png,,generated
IMG-GT2I-36,gpt-image-2-medium,output,outputs/image/IMG-GT2I-36/gpt-image-2-medium.png,,generated
