run_id,task,scenario_id,model_id,state,scenario_status,score,score_status,latency_ms,attempts,cost_usd,error
2026-09-17_121726_video,video_edit,VID-GEDIT-10,seedance-2-5,scored,completed,8.25,scored,250670,3,2.70603,"403: {""error"":{""code"":""AccountOverdueError"",""message"":""The request failed because your account has an overdue balance. R"
2026-09-17_121726_video,video_edit,VID-GEDIT-11,omni-flash-vertex,scored,completed,9.875,scored,81247,1,0.962098,
2026-09-17_121726_video,video_edit,VID-GEDIT-11,seedance-2-5,scored,completed,9.625,scored,447484,3,2.70603,"403: {""error"":{""code"":""AccountOverdueError"",""message"":""The request failed because your account has an overdue balance. R"
2026-09-17_121726_video,video_edit,VID-GEDIT-12,omni-flash-vertex,scored,completed,10.0,scored,133793,1,0.962096,
2026-09-17_121726_video,video_edit,VID-GEDIT-12,seedance-2-5,scored,completed,9.375,scored,331478,3,2.70603,"403: {""error"":{""code"":""AccountOverdueError"",""message"":""The request failed because your account has an overdue balance. R"
2026-09-17_121726_video,image_to_video,VID-GI2V-01,omni-flash-vertex,scored,completed,9.0,scored,81411,1,1.218159,
2026-09-17_121726_video,image_to_video,VID-GI2V-01,seedance-2-5,scored,completed,8.5,scored,200329,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-02,omni-flash-vertex,scored,completed,9.85,scored,72557,1,1.218069,
2026-09-17_121726_video,image_to_video,VID-GI2V-02,seedance-2-5,scored,completed,9.825,scored,186719,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-03,omni-flash-vertex,scored,completed,9.5,scored,75914,1,1.218044,
2026-09-17_121726_video,image_to_video,VID-GI2V-03,seedance-2-5,scored,completed,9.875,scored,214065,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-04,omni-flash-vertex,scored,completed,7.9,scored,85617,1,1.218114,
2026-09-17_121726_video,image_to_video,VID-GI2V-04,seedance-2-5,scored,completed,10.0,scored,223131,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-05,omni-flash-vertex,scored,completed,5.75,scored,85359,2,1.218056,[Errno 32] Broken pipe
2026-09-17_121726_video,image_to_video,VID-GI2V-05,seedance-2-5,scored,completed,8.225,scored,191246,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-06,omni-flash-vertex,scored,incomplete,9.15,scored,72277,1,1.218339,
2026-09-17_121726_video,image_to_video,VID-GI2V-06,seedance-2-5,failed,incomplete,,failed,,3,,"{""error"":{""code"":""InputImageSensitiveContentDetected.PrivacyInformation"",""message"":""The request failed because the input"
2026-09-17_121726_video,image_to_video,VID-GI2V-07,omni-flash-vertex,scored,completed,10.0,scored,88655,1,1.218104,
2026-09-17_121726_video,image_to_video,VID-GI2V-07,seedance-2-5,scored,completed,8.35,scored,178819,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-08,omni-flash-vertex,scored,completed,6.55,scored,72372,1,1.217979,
2026-09-17_121726_video,image_to_video,VID-GI2V-08,seedance-2-5,scored,completed,7.95,scored,177872,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-09,omni-flash-vertex,scored,completed,9.375,scored,68098,1,1.218135,
2026-09-17_121726_video,image_to_video,VID-GI2V-09,seedance-2-5,scored,completed,9.1,scored,220377,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-10,omni-flash-vertex,scored,completed,10.0,scored,85500,1,1.21816,
2026-09-17_121726_video,image_to_video,VID-GI2V-10,seedance-2-5,scored,completed,9.65,scored,180042,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-11,omni-flash-vertex,scored,completed,6.65,scored,69353,1,1.21813,
2026-09-17_121726_video,image_to_video,VID-GI2V-11,seedance-2-5,scored,completed,8.5,scored,222387,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-12,omni-flash-vertex,scored,completed,7.0,scored,61210,3,1.218123,"Error code: 400 - {'error': {'message': ""Unable to show the generated video. The output contains reputational harms to p"
2026-09-17_121726_video,image_to_video,VID-GI2V-12,seedance-2-5,scored,completed,8.2,scored,218134,1,4.181827,
2026-09-17_121726_video,image_to_video,VID-GI2V-13,omni-flash-vertex,scored,completed,8.325,scored,76746,1,1.218112,
2026-09-17_121726_video,image_to_video,VID-GI2V-13,seedance-2-5,scored,completed,9.35,scored,258740,1,4.181827,
