scenario_id,model_id,kind,path,score,status
VID-GI2V-08,seedance-2-5,output,outputs/video/VID-GI2V-08/seedance-2-5.mp4,7.95,scored
VID-GI2V-09,,original_input (photo),inputs/VID-GI2V-09/VID-GI2V-09-still.png,,frozen
VID-GI2V-09,omni-flash-vertex,output,outputs/video/VID-GI2V-09/omni-flash-vertex.mp4,9.375,scored
VID-GI2V-09,seedance-2-5,output,outputs/video/VID-GI2V-09/seedance-2-5.mp4,9.1,scored
VID-GI2V-10,,original_input (photo),inputs/VID-GI2V-10/VID-GI2V-10-still.png,,frozen
VID-GI2V-10,omni-flash-vertex,output,outputs/video/VID-GI2V-10/omni-flash-vertex.mp4,10.0,scored
VID-GI2V-10,seedance-2-5,output,outputs/video/VID-GI2V-10/seedance-2-5.mp4,9.65,scored
VID-GI2V-11,,original_input (photo),inputs/VID-GI2V-11/VID-GI2V-11-still.png,,frozen
VID-GI2V-11,omni-flash-vertex,output,outputs/video/VID-GI2V-11/omni-flash-vertex.mp4,6.65,scored
VID-GI2V-11,seedance-2-5,output,outputs/video/VID-GI2V-11/seedance-2-5.mp4,8.5,scored
VID-GI2V-12,,original_input (photo),inputs/VID-GI2V-12/VID-GI2V-12-still.png,,frozen
VID-GI2V-12,omni-flash-vertex,output,outputs/video/VID-GI2V-12/omni-flash-vertex.mp4,7.0,scored
VID-GI2V-12,seedance-2-5,output,outputs/video/VID-GI2V-12/seedance-2-5.mp4,8.2,scored
VID-GI2V-13,,original_input (photo),inputs/VID-GI2V-13/VID-GI2V-13-still.png,,frozen
VID-GI2V-13,omni-flash-vertex,output,outputs/video/VID-GI2V-13/omni-flash-vertex.mp4,8.325,scored
VID-GI2V-13,seedance-2-5,output,outputs/video/VID-GI2V-13/seedance-2-5.mp4,9.35,scored
