scenario_id,model_id,kind,path,score,status
IMG-CHAR-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-CHAR-06/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-CHAR-06,gpt-image-2-medium,output,outputs/image/IMG-CHAR-06/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-07,,original_input (source),inputs/IMG-CHAR-07/IMG-CHAR-07-source.png,,frozen
IMG-CHAR-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-CHAR-07/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-CHAR-07,gpt-image-2-medium,output,outputs/image/IMG-CHAR-07/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-08,,original_input (source),inputs/IMG-CHAR-08/IMG-CHAR-08-source.png,,frozen
IMG-CHAR-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-CHAR-08/gemini-3-1-flash-image-vertex.png,8.8,scored
IMG-CHAR-08,gpt-image-2-medium,output,outputs/image/IMG-CHAR-08/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-09,,original_input (source),inputs/IMG-CHAR-09/IMG-CHAR-09-source.png,,frozen
IMG-CHAR-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-CHAR-09/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-CHAR-09,gpt-image-2-medium,output,outputs/image/IMG-CHAR-09/gpt-image-2-medium.png,10.0,scored
IMG-CHAR-10,,original_input (source),inputs/IMG-CHAR-10/IMG-CHAR-10-source.png,,frozen
IMG-CHAR-10,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-CHAR-10/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-CHAR-10,gpt-image-2-medium,output,outputs/image/IMG-CHAR-10/gpt-image-2-medium.png,9.3,scored
IMG-LE-01,,original_input (source),inputs/IMG-LE-01/IMG-LE-01-source.png,,frozen
IMG-LE-01,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-01/gemini-3-1-flash-image-vertex.png,9.6759,scored
IMG-LE-01,gpt-image-2-medium,output,outputs/image/IMG-LE-01/gpt-image-2-medium.png,9.6759,scored
IMG-LE-02,,original_input (source),inputs/IMG-LE-02/IMG-LE-02-source.png,,frozen
IMG-LE-02,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-02/gemini-3-1-flash-image-vertex.png,8.3333,scored
IMG-LE-02,gpt-image-2-medium,invalid_attempt,outputs/image/IMG-LE-02/gpt-image-2-medium.invalid-1.png,8.3333,scored
IMG-LE-02,gpt-image-2-medium,output,outputs/image/IMG-LE-02/gpt-image-2-medium.png,8.3333,scored
IMG-LE-03,,original_input (source),inputs/IMG-LE-03/IMG-LE-03-source.png,,frozen
IMG-LE-03,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-03/gemini-3-1-flash-image-vertex.png,9.0278,scored
IMG-LE-03,gpt-image-2-medium,output,outputs/image/IMG-LE-03/gpt-image-2-medium.png,8.7037,scored
IMG-LE-04,,original_input (source),inputs/IMG-LE-04/IMG-LE-04-source.png,,frozen
IMG-LE-04,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-04/gemini-3-1-flash-image-vertex.png,8.7037,scored
IMG-LE-04,gpt-image-2-medium,output,outputs/image/IMG-LE-04/gpt-image-2-medium.png,9.0278,scored
IMG-LE-05,,original_input (source),inputs/IMG-LE-05/IMG-LE-05-source.png,,frozen
IMG-LE-05,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-05/gemini-3-1-flash-image-vertex.png,8.0556,scored
IMG-LE-05,gpt-image-2-medium,output,outputs/image/IMG-LE-05/gpt-image-2-medium.png,8.0556,scored
IMG-LE-06,,original_input (source),inputs/IMG-LE-06/IMG-LE-06-source.png,,frozen
IMG-LE-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-06/gemini-3-1-flash-image-vertex.png,8.0556,scored
IMG-LE-06,gpt-image-2-medium,output,outputs/image/IMG-LE-06/gpt-image-2-medium.png,8.0556,scored
IMG-LE-07,,original_input (source),inputs/IMG-LE-07/IMG-LE-07-source.png,,frozen
IMG-LE-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-07/gemini-3-1-flash-image-vertex.png,8.7037,scored
IMG-LE-07,gpt-image-2-medium,output,outputs/image/IMG-LE-07/gpt-image-2-medium.png,9.3518,scored
IMG-LE-08,,original_input (source),inputs/IMG-LE-08/IMG-LE-08-source.png,,frozen
IMG-LE-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-08/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-LE-08,gpt-image-2-medium,output,outputs/image/IMG-LE-08/gpt-image-2-medium.png,10.0,scored
IMG-LE-09,,original_input (source),inputs/IMG-LE-09/IMG-LE-09-source.png,,frozen
IMG-LE-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-09/gemini-3-1-flash-image-vertex.png,8.7037,scored
IMG-LE-09,gpt-image-2-medium,output,outputs/image/IMG-LE-09/gpt-image-2-medium.png,8.7037,scored
IMG-LE-10,,original_input (source),inputs/IMG-LE-10/IMG-LE-10-source.png,,frozen
IMG-LE-10,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-LE-10/gemini-3-1-flash-image-vertex.png,,unjudged
IMG-LE-10,gpt-image-2-medium,output,outputs/image/IMG-LE-10/gpt-image-2-medium.png,7.1759,scored
IMG-STY-01,,original_input (source),inputs/IMG-STY-01/IMG-STY-01-source.png,,frozen
IMG-STY-01,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-01/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-STY-01,gpt-image-2-medium,output,outputs/image/IMG-STY-01/gpt-image-2-medium.png,10.0,scored
IMG-STY-02,,original_input (source),inputs/IMG-STY-02/IMG-STY-02-source.png,,frozen
IMG-STY-02,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-02/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-STY-02,gpt-image-2-medium,output,outputs/image/IMG-STY-02/gpt-image-2-medium.png,10.0,scored
IMG-STY-03,,original_input (source),inputs/IMG-STY-03/IMG-STY-03-source.png,,frozen
IMG-STY-03,,original_input (reference),inputs/IMG-STY-03/IMG-STY-03-reference.png,,frozen
IMG-STY-03,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-03/gemini-3-1-flash-image-vertex.png,5.7,scored
IMG-STY-03,gpt-image-2-medium,output,outputs/image/IMG-STY-03/gpt-image-2-medium.png,3.45,scored
IMG-STY-04,,original_input (source),inputs/IMG-STY-04/IMG-STY-04-source.png,,frozen
IMG-STY-04,,original_input (reference),inputs/IMG-STY-04/IMG-STY-04-reference.png,,frozen
IMG-STY-04,,original_input (reference2),inputs/IMG-STY-04/IMG-STY-04-reference2.png,,frozen
IMG-STY-04,,original_input (reference3),inputs/IMG-STY-04/IMG-STY-04-reference3.png,,frozen
IMG-STY-04,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-04/gemini-3-1-flash-image-vertex.png,9.875,scored
IMG-STY-04,gpt-image-2-medium,output,outputs/image/IMG-STY-04/gpt-image-2-medium.png,9.875,scored
IMG-STY-05,,original_input (source),inputs/IMG-STY-05/IMG-STY-05-source.png,,frozen
IMG-STY-05,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-05/gemini-3-1-flash-image-vertex.png,3.3,scored
IMG-STY-05,gpt-image-2-medium,output,outputs/image/IMG-STY-05/gpt-image-2-medium.png,10.0,scored
IMG-STY-06,,original_input (source),inputs/IMG-STY-06/IMG-STY-06-source.png,,frozen
IMG-STY-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-06/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-STY-06,gpt-image-2-medium,output,outputs/image/IMG-STY-06/gpt-image-2-medium.png,10.0,scored
IMG-STY-07,,original_input (source),inputs/IMG-STY-07/IMG-STY-07-source.png,,frozen
IMG-STY-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-07/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-STY-07,gpt-image-2-medium,output,outputs/image/IMG-STY-07/gpt-image-2-medium.png,10.0,scored
IMG-STY-08,,original_input (source),inputs/IMG-STY-08/IMG-STY-08-source.png,,frozen
IMG-STY-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-08/gemini-3-1-flash-image-vertex.png,8.05,scored
IMG-STY-08,gpt-image-2-medium,output,outputs/image/IMG-STY-08/gpt-image-2-medium.png,9.85,scored
IMG-STY-09,,original_input (source),inputs/IMG-STY-09/IMG-STY-09-source.png,,frozen
IMG-STY-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-09/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-STY-09,gpt-image-2-medium,output,outputs/image/IMG-STY-09/gpt-image-2-medium.png,10.0,scored
IMG-STY-10,,original_input (source),inputs/IMG-STY-10/IMG-STY-10-source.png,,frozen
IMG-STY-10,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-STY-10/gemini-3-1-flash-image-vertex.png,9.55,scored
IMG-STY-10,gpt-image-2-medium,output,outputs/image/IMG-STY-10/gpt-image-2-medium.png,9.55,scored
IMG-TXT-01,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-01/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-01,gpt-image-2-medium,output,outputs/image/IMG-TXT-01/gpt-image-2-medium.png,,measured
IMG-TXT-02,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-02/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-02,gpt-image-2-medium,output,outputs/image/IMG-TXT-02/gpt-image-2-medium.png,,measured
IMG-TXT-03,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-03/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-03,gpt-image-2-medium,output,outputs/image/IMG-TXT-03/gpt-image-2-medium.png,,measured
IMG-TXT-04,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-04/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-04,gpt-image-2-medium,output,outputs/image/IMG-TXT-04/gpt-image-2-medium.png,,measured
IMG-TXT-05,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-05/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-05,gpt-image-2-medium,output,outputs/image/IMG-TXT-05/gpt-image-2-medium.png,,measured
IMG-TXT-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-06/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-06,gpt-image-2-medium,output,outputs/image/IMG-TXT-06/gpt-image-2-medium.png,,measured
IMG-TXT-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-07/gemini-3-1-flash-image-vertex.png,,measured
IMG-TXT-07,gpt-image-2-medium,output,outputs/image/IMG-TXT-07/gpt-image-2-medium.png,,measured
IMG-TXT-08,,original_input (source),inputs/IMG-TXT-08/IMG-TXT-08-source.png,,frozen
IMG-TXT-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-08/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-TXT-08,gpt-image-2-medium,output,outputs/image/IMG-TXT-08/gpt-image-2-medium.png,9.4118,scored
IMG-TXT-09,,original_input (source),inputs/IMG-TXT-09/IMG-TXT-09-source.png,,frozen
IMG-TXT-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-09/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-TXT-09,gpt-image-2-medium,output,outputs/image/IMG-TXT-09/gpt-image-2-medium.png,9.875,scored
IMG-TXT-10,,original_input (source),inputs/IMG-TXT-10/IMG-TXT-10-source.png,,frozen
IMG-TXT-10,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-TXT-10/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-TXT-10,gpt-image-2-medium,output,outputs/image/IMG-TXT-10/gpt-image-2-medium.png,10.0,scored
IMG-UI-01,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-01/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-01,gpt-image-2-medium,output,outputs/image/IMG-UI-01/gpt-image-2-medium.png,,measured
IMG-UI-02,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-02/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-02,gpt-image-2-medium,output,outputs/image/IMG-UI-02/gpt-image-2-medium.png,,measured
IMG-UI-03,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-03/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-03,gpt-image-2-medium,output,outputs/image/IMG-UI-03/gpt-image-2-medium.png,,measured
IMG-UI-04,,original_input (source),inputs/IMG-UI-04/IMG-UI-04-source.png,,frozen
IMG-UI-04,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-04/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-UI-04,gpt-image-2-medium,output,outputs/image/IMG-UI-04/gpt-image-2-medium.png,8.033,scored
IMG-UI-05,,original_input (source),inputs/IMG-UI-05/IMG-UI-05-source.png,,frozen
IMG-UI-05,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-05/gemini-3-1-flash-image-vertex.png,10.0,scored
IMG-UI-05,gpt-image-2-medium,output,outputs/image/IMG-UI-05/gpt-image-2-medium.png,10.0,scored
IMG-UI-06,,original_input (source),inputs/IMG-UI-06/IMG-UI-06-source.png,,frozen
IMG-UI-06,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-06/gemini-3-1-flash-image-vertex.png,6.4,scored
IMG-UI-06,gpt-image-2-medium,output,outputs/image/IMG-UI-06/gpt-image-2-medium.png,10.0,scored
IMG-UI-07,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-07/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-07,gpt-image-2-medium,output,outputs/image/IMG-UI-07/gpt-image-2-medium.png,,measured
IMG-UI-08,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-08/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-08,gpt-image-2-medium,output,outputs/image/IMG-UI-08/gpt-image-2-medium.png,,measured
IMG-UI-09,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-09/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-09,gpt-image-2-medium,output,outputs/image/IMG-UI-09/gpt-image-2-medium.png,,measured
IMG-UI-10,gemini-3-1-flash-image-vertex,output,outputs/image/IMG-UI-10/gemini-3-1-flash-image-vertex.png,,measured
IMG-UI-10,gpt-image-2-medium,output,outputs/image/IMG-UI-10/gpt-image-2-medium.png,,measured
