scenario_id,model_id,kind,path,score,status
IMG-GAME-11,gpt-image-2-high,output,outputs/image/IMG-GAME-11/gpt-image-2-high.png,,measured
IMG-GAME-12,,original_input (source),inputs/IMG-GAME-12/IMG-GAME-base-urban.png,,frozen
IMG-GAME-12,,original_input (reference),inputs/IMG-GAME-12/IMG-GAME-base-arcanist.png,,frozen
IMG-GAME-12,,original_input (reference2),inputs/IMG-GAME-12/IMG-GAME-base-ranger.png,,frozen
IMG-GAME-12,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-12/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-12,gpt-image-2-high,output,outputs/image/IMG-GAME-12/gpt-image-2-high.png,,measured
IMG-GAME-30,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-30/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-30,gpt-image-2-high,output,outputs/image/IMG-GAME-30/gpt-image-2-high.png,,measured
IMG-GAME-35,,original_input (source),inputs/IMG-GAME-35/IMG-GAME-base-urban.png,,frozen
IMG-GAME-35,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-35/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-35,gpt-image-2-high,output,outputs/image/IMG-GAME-35/gpt-image-2-high.png,,measured
IMG-GAME-38,,original_input (source),inputs/IMG-GAME-38/IMG-GAME-base-urban.png,,frozen
IMG-GAME-38,,original_input (reference),inputs/IMG-GAME-38/IMG-GAME-base-brute.png,,frozen
IMG-GAME-38,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-38/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-38,gpt-image-2-high,output,outputs/image/IMG-GAME-38/gpt-image-2-high.png,,measured
IMG-GAME-41,,original_input (source),inputs/IMG-GAME-41/IMG-GAME-base-heavy.png,,frozen
IMG-GAME-41,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-41/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-41,gpt-image-2-high,output,outputs/image/IMG-GAME-41/gpt-image-2-high.png,,measured
IMG-GAME-42,,original_input (source),inputs/IMG-GAME-42/IMG-GAME-base-masked.png,,frozen
IMG-GAME-42,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-42/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-42,gpt-image-2-high,output,outputs/image/IMG-GAME-42/gpt-image-2-high.png,,measured
IMG-GAME-44,,original_input (source),inputs/IMG-GAME-44/IMG-GAME-base-urban.png,,frozen
IMG-GAME-44,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-44/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-44,gpt-image-2-high,output,outputs/image/IMG-GAME-44/gpt-image-2-high.png,,measured
IMG-GAME-49,,original_input (source),inputs/IMG-GAME-49/IMG-GAME-base-urban.png,,frozen
IMG-GAME-49,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-49/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-49,gpt-image-2-high,output,outputs/image/IMG-GAME-49/gpt-image-2-high.png,,measured
IMG-GAME-50,,original_input (source),inputs/IMG-GAME-50/IMG-GAME-base-heavy.png,,frozen
IMG-GAME-50,gemini-3-pro-image-vertex,invalid_attempt,outputs/image/IMG-GAME-50/gemini-3-pro-image-vertex.invalid-1.png,,invalid
IMG-GAME-50,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-50/gemini-3-pro-image-vertex.png,,invalid
IMG-GAME-50,gpt-image-2-high,invalid_attempt,outputs/image/IMG-GAME-50/gpt-image-2-high.invalid-1.png,,invalid
IMG-GAME-50,gpt-image-2-high,output,outputs/image/IMG-GAME-50/gpt-image-2-high.png,,invalid
IMG-GAME-53,,original_input (source),inputs/IMG-GAME-53/IMG-GAME-base-masked.png,,frozen
IMG-GAME-53,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-53/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-53,gpt-image-2-high,output,outputs/image/IMG-GAME-53/gpt-image-2-high.png,,measured
IMG-GAME-56,,original_input (source),inputs/IMG-GAME-56/IMG-GAME-base-urban.png,,frozen
IMG-GAME-56,gemini-3-pro-image-vertex,output,outputs/image/IMG-GAME-56/gemini-3-pro-image-vertex.png,,measured
IMG-GAME-56,gpt-image-2-high,output,outputs/image/IMG-GAME-56/gpt-image-2-high.png,,measured
IMG-LE-10,,original_input (source),inputs/IMG-LE-10/IMG-LE-10-source.png,,frozen
IMG-LE-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-LE-10/gemini-3-pro-image-vertex.png,,measured
IMG-LE-10,gpt-image-2-high,output,outputs/image/IMG-LE-10/gpt-image-2-high.png,,measured
IMG-STY-03,,original_input (source),inputs/IMG-STY-03/IMG-STY-03-source.png,,frozen
IMG-STY-03,,original_input (reference),inputs/IMG-STY-03/IMG-STY-03-reference.png,,frozen
IMG-STY-03,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-03/gemini-3-pro-image-vertex.png,,measured
IMG-STY-03,gpt-image-2-high,output,outputs/image/IMG-STY-03/gpt-image-2-high.png,,measured
IMG-STY-05,,original_input (source),inputs/IMG-STY-05/IMG-STY-05-source.png,,frozen
IMG-STY-05,gemini-3-pro-image-vertex,output,outputs/image/IMG-STY-05/gemini-3-pro-image-vertex.png,,measured
IMG-STY-05,gpt-image-2-high,output,outputs/image/IMG-STY-05/gpt-image-2-high.png,,measured
IMG-UI-06,,original_input (source),inputs/IMG-UI-06/IMG-UI-06-source.png,,frozen
IMG-UI-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-UI-06/gemini-3-pro-image-vertex.png,,measured
IMG-UI-06,gpt-image-2-high,output,outputs/image/IMG-UI-06/gpt-image-2-high.png,,measured
IMG-VIEW-06,,original_input (source),inputs/IMG-VIEW-06/IMG-VIEW-base-room.png,,frozen
IMG-VIEW-06,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-06/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-06,gpt-image-2-high,output,outputs/image/IMG-VIEW-06/gpt-image-2-high.png,,measured
IMG-VIEW-07,,original_input (source),inputs/IMG-VIEW-07/IMG-VIEW-base-room.png,,frozen
IMG-VIEW-07,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-07/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-07,gpt-image-2-high,output,outputs/image/IMG-VIEW-07/gpt-image-2-high.png,,measured
IMG-VIEW-08,,original_input (source),inputs/IMG-VIEW-08/IMG-VIEW-base-facade.png,,frozen
IMG-VIEW-08,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-08/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-08,gpt-image-2-high,output,outputs/image/IMG-VIEW-08/gpt-image-2-high.png,,measured
IMG-VIEW-09,,original_input (source),inputs/IMG-VIEW-09/IMG-VIEW-base-cafe.png,,frozen
IMG-VIEW-09,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-09/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-09,gpt-image-2-high,output,outputs/image/IMG-VIEW-09/gpt-image-2-high.png,,measured
IMG-VIEW-10,,original_input (source),inputs/IMG-VIEW-10/IMG-VIEW-base-room.png,,frozen
IMG-VIEW-10,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-10/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-10,gpt-image-2-high,output,outputs/image/IMG-VIEW-10/gpt-image-2-high.png,,measured
IMG-VIEW-16,,original_input (source),inputs/IMG-VIEW-16/IMG-VIEW-base-ui.png,,frozen
IMG-VIEW-16,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-16/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-16,gpt-image-2-high,output,outputs/image/IMG-VIEW-16/gpt-image-2-high.png,,measured
IMG-VIEW-17,,original_input (source),inputs/IMG-VIEW-17/IMG-VIEW-base-notice.png,,frozen
IMG-VIEW-17,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-17/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-17,gpt-image-2-high,output,outputs/image/IMG-VIEW-17/gpt-image-2-high.png,,measured
IMG-VIEW-18,,original_input (source),inputs/IMG-VIEW-18/IMG-VIEW-base-facade.png,,frozen
IMG-VIEW-18,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-18/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-18,gpt-image-2-high,output,outputs/image/IMG-VIEW-18/gpt-image-2-high.png,,measured
IMG-VIEW-24,,original_input (source),inputs/IMG-VIEW-24/IMG-VIEW-base-shoe.png,,frozen
IMG-VIEW-24,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-24/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-24,gpt-image-2-high,output,outputs/image/IMG-VIEW-24/gpt-image-2-high.png,,measured
IMG-VIEW-27,,original_input (source),inputs/IMG-VIEW-27/IMG-VIEW-base-laptop.png,,frozen
IMG-VIEW-27,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-27/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-27,gpt-image-2-high,output,outputs/image/IMG-VIEW-27/gpt-image-2-high.png,,measured
IMG-VIEW-29,,original_input (source),inputs/IMG-VIEW-29/IMG-VIEW-base-kitchen.png,,frozen
IMG-VIEW-29,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-29/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-29,gpt-image-2-high,output,outputs/image/IMG-VIEW-29/gpt-image-2-high.png,,measured
IMG-VIEW-31,,original_input (source),inputs/IMG-VIEW-31/IMG-VIEW-base-facade.png,,frozen
IMG-VIEW-31,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-31/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-31,gpt-image-2-high,output,outputs/image/IMG-VIEW-31/gpt-image-2-high.png,,measured
IMG-VIEW-33,,original_input (source),inputs/IMG-VIEW-33/IMG-VIEW-base-shelf.png,,frozen
IMG-VIEW-33,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-33/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-33,gpt-image-2-high,output,outputs/image/IMG-VIEW-33/gpt-image-2-high.png,,measured
IMG-VIEW-38,,original_input (source),inputs/IMG-VIEW-38/IMG-VIEW-base-group.png,,frozen
IMG-VIEW-38,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-38/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-38,gpt-image-2-high,output,outputs/image/IMG-VIEW-38/gpt-image-2-high.png,,measured
IMG-VIEW-44,,original_input (source),inputs/IMG-VIEW-44/IMG-VIEW-base-floorplan.png,,frozen
IMG-VIEW-44,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-44/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-44,gpt-image-2-high,output,outputs/image/IMG-VIEW-44/gpt-image-2-high.png,,measured
IMG-VIEW-46,,original_input (source),inputs/IMG-VIEW-46/IMG-VIEW-base-wideroom.png,,frozen
IMG-VIEW-46,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-46/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-46,gpt-image-2-high,output,outputs/image/IMG-VIEW-46/gpt-image-2-high.png,,measured
IMG-VIEW-51,,original_input (source),inputs/IMG-VIEW-51/IMG-VIEW-base-hair.png,,frozen
IMG-VIEW-51,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-51/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-51,gpt-image-2-high,output,outputs/image/IMG-VIEW-51/gpt-image-2-high.png,,measured
IMG-VIEW-53,,original_input (source),inputs/IMG-VIEW-53/IMG-VIEW-base-portrait.png,,frozen
IMG-VIEW-53,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-53/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-53,gpt-image-2-high,output,outputs/image/IMG-VIEW-53/gpt-image-2-high.png,,measured
IMG-VIEW-54,,original_input (source),inputs/IMG-VIEW-54/IMG-VIEW-base-model.png,,frozen
IMG-VIEW-54,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-54/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-54,gpt-image-2-high,output,outputs/image/IMG-VIEW-54/gpt-image-2-high.png,,measured
IMG-VIEW-56,,original_input (source),inputs/IMG-VIEW-56/IMG-VIEW-base-cafe.png,,frozen
IMG-VIEW-56,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-56/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-56,gpt-image-2-high,output,outputs/image/IMG-VIEW-56/gpt-image-2-high.png,,measured
IMG-VIEW-58,,original_input (source),inputs/IMG-VIEW-58/IMG-VIEW-base-group.png,,frozen
IMG-VIEW-58,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-58/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-58,gpt-image-2-high,output,outputs/image/IMG-VIEW-58/gpt-image-2-high.png,,measured
IMG-VIEW-59,,original_input (source),inputs/IMG-VIEW-59/IMG-VIEW-base-group.png,,frozen
IMG-VIEW-59,gemini-3-pro-image-vertex,output,outputs/image/IMG-VIEW-59/gemini-3-pro-image-vertex.png,,measured
IMG-VIEW-59,gpt-image-2-high,output,outputs/image/IMG-VIEW-59/gpt-image-2-high.png,,measured
