run_id,task,scenario_id,model_id,state,scenario_status,score,score_status,latency_ms,attempts,cost_usd,error
2026-09-01_193618_image,text_to_image,IMG-UI-01,gpt-image-2-medium,scored,completed,10.0,scored,37137,1,0.041648,
2026-09-01_193618_image,text_to_image,IMG-UI-01,gemini-3-1-flash-image-vertex,scored,completed,10.0,scored,10194,1,0.067,
2026-09-01_193618_image,text_to_image,IMG-UI-01,gemini-3-pro-image-vertex,scored,completed,10.0,scored,38104,1,0.134,
2026-09-01_224335_image,text_to_image,IMG-TXT-01,gpt-image-2-high,scored,completed,10.0,scored,108877,1,0.165072,
2026-09-01_224335_image,text_to_image,IMG-TXT-01,gemini-3-pro-image-vertex,scored,completed,7.7878,scored,27256,1,0.134,
2026-09-01_224335_image,text_to_image,IMG-TXT-02,gpt-image-2-high,scored,completed,9.3256,scored,99287,1,0.164992,
2026-09-01_224335_image,text_to_image,IMG-TXT-02,gemini-3-pro-image-vertex,scored,completed,10.0,scored,29364,1,0.134,
2026-09-01_224335_image,text_to_image,IMG-TXT-03,gpt-image-2-high,scored,completed,10.0,scored,75947,1,0.165112,
2026-09-01_224335_image,text_to_image,IMG-TXT-03,gemini-3-pro-image-vertex,scored,completed,10.0,scored,19304,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-TXT-04,gpt-image-2-high,scored,completed,10.0,scored,77747,1,0.164928,
2026-09-01_224335_image,text_to_image,IMG-TXT-04,gemini-3-pro-image-vertex,scored,completed,10.0,scored,17830,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-TXT-05,gpt-image-2-high,scored,completed,8.5004,scored,89183,1,0.16496,
2026-09-01_224335_image,text_to_image,IMG-TXT-05,gemini-3-pro-image-vertex,scored,completed,9.9,scored,20880,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-TXT-06,gpt-image-2-high,scored,completed,10.0,scored,69056,1,0.165016,
2026-09-01_224335_image,text_to_image,IMG-TXT-06,gemini-3-pro-image-vertex,scored,completed,9.8,scored,17258,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-TXT-07,gpt-image-2-high,scored,completed,10.0,scored,99612,1,0.165032,
2026-09-01_224335_image,text_to_image,IMG-TXT-07,gemini-3-pro-image-vertex,scored,completed,10.0,scored,62253,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-UI-01,gpt-image-2-high,scored,completed,10.0,scored,95412,1,0.16512,
2026-09-01_224335_image,text_to_image,IMG-UI-01,gemini-3-pro-image-vertex,scored,completed,10.0,scored,17379,1,0.134,
2026-09-01_224335_image,text_to_image,IMG-UI-02,gpt-image-2-high,scored,completed,10.0,scored,96119,1,0.164968,
2026-09-01_224335_image,text_to_image,IMG-UI-02,gemini-3-pro-image-vertex,scored,completed,9.85,scored,25479,1,0.134,
2026-09-01_224335_image,text_to_image,IMG-UI-03,gpt-image-2-high,scored,completed,10.0,scored,78520,1,0.164968,
2026-09-01_224335_image,text_to_image,IMG-UI-03,gemini-3-pro-image-vertex,scored,completed,10.0,scored,16847,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-UI-07,gpt-image-2-high,scored,completed,10.0,scored,79563,1,0.164976,
2026-09-01_224335_image,text_to_image,IMG-UI-07,gemini-3-pro-image-vertex,scored,completed,10.0,scored,17022,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-UI-08,gpt-image-2-high,scored,completed,10.0,scored,104438,1,0.211032,
2026-09-01_224335_image,text_to_image,IMG-UI-08,gemini-3-pro-image-vertex,scored,completed,8.9286,scored,17450,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-UI-09,gpt-image-2-high,scored,completed,10.0,scored,86192,1,0.165,
2026-09-01_224335_image,text_to_image,IMG-UI-09,gemini-3-pro-image-vertex,scored,completed,10.0,scored,18780,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-01_224335_image,text_to_image,IMG-UI-10,gpt-image-2-high,scored,completed,9.5,scored,78465,1,0.164928,
2026-09-01_224335_image,text_to_image,IMG-UI-10,gemini-3-pro-image-vertex,scored,completed,10.0,scored,20106,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-01,gpt-image-2-medium,measured,awaiting_judgement,,,36955,1,0.061448,
2026-09-02_001256_image,image_edit,IMG-BRAND-01,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,32982,1,0.134,
2026-09-02_001256_image,image_edit,IMG-BRAND-02,gpt-image-2-medium,measured,awaiting_judgement,,,42678,1,0.061432,
2026-09-02_001256_image,image_edit,IMG-BRAND-02,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,17714,1,0.134,
2026-09-02_001256_image,image_edit,IMG-BRAND-03,gpt-image-2-medium,measured,incomplete,,,36030,1,0.061424,
2026-09-02_001256_image,image_edit,IMG-BRAND-03,gemini-3-pro-image-vertex,invalid,incomplete,,,20122,4,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-04,gpt-image-2-medium,invalid,incomplete,,,40306,2,0.069904,
2026-09-02_001256_image,image_edit,IMG-BRAND-04,gemini-3-pro-image-vertex,measured,incomplete,,,18545,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-05,gpt-image-2-medium,measured,awaiting_judgement,,,45845,1,0.07832,
2026-09-02_001256_image,image_edit,IMG-BRAND-05,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,37960,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-06,gpt-image-2-medium,measured,awaiting_judgement,,,40325,1,0.061384,
2026-09-02_001256_image,image_edit,IMG-BRAND-06,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20197,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-07,gpt-image-2-medium,measured,awaiting_judgement,,,48174,1,0.061432,
2026-09-02_001256_image,image_edit,IMG-BRAND-07,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,19178,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-08,gpt-image-2-medium,measured,awaiting_judgement,,,37897,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-BRAND-08,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20190,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-09,gpt-image-2-medium,invalid,incomplete,,,40954,2,0.061384,
2026-09-02_001256_image,image_edit,IMG-BRAND-09,gemini-3-pro-image-vertex,measured,incomplete,,,20209,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-BRAND-10,gpt-image-2-medium,measured,awaiting_judgement,,,36177,1,0.0614,
2026-09-02_001256_image,image_edit,IMG-BRAND-10,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,25752,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-01,gpt-image-2-medium,measured,awaiting_judgement,,,45914,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-CHAR-01,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20681,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-02,gpt-image-2-medium,measured,awaiting_judgement,,,48886,1,0.061408,
2026-09-02_001256_image,image_edit,IMG-CHAR-02,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20686,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-03,gpt-image-2-medium,measured,awaiting_judgement,,,44256,1,0.061424,
2026-09-02_001256_image,image_edit,IMG-CHAR-03,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20452,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-04,gpt-image-2-medium,measured,awaiting_judgement,,,43983,1,0.061376,
2026-09-02_001256_image,image_edit,IMG-CHAR-04,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,19506,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-05,gpt-image-2-medium,measured,awaiting_judgement,,,51724,1,0.069616,
2026-09-02_001256_image,image_edit,IMG-CHAR-05,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,28398,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-06,gpt-image-2-medium,measured,awaiting_judgement,,,42464,1,0.061176,
2026-09-02_001256_image,image_edit,IMG-CHAR-06,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,22710,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-07,gpt-image-2-medium,measured,awaiting_judgement,,,40120,1,0.061376,
2026-09-02_001256_image,image_edit,IMG-CHAR-07,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,25703,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-08,gpt-image-2-medium,measured,awaiting_judgement,,,50963,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-CHAR-08,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,23750,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-09,gpt-image-2-medium,measured,awaiting_judgement,,,44843,1,0.061432,
2026-09-02_001256_image,image_edit,IMG-CHAR-09,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,31105,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-CHAR-10,gpt-image-2-medium,measured,awaiting_judgement,,,48224,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-CHAR-10,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,24566,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-01,gpt-image-2-medium,invalid,incomplete,,,41884,2,0.061392,
2026-09-02_001256_image,image_edit,IMG-LE-01,gemini-3-pro-image-vertex,measured,incomplete,,,21868,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-02,gpt-image-2-medium,invalid,incomplete,,,41622,2,0.061368,
2026-09-02_001256_image,image_edit,IMG-LE-02,gemini-3-pro-image-vertex,measured,incomplete,,,22347,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-03,gpt-image-2-medium,invalid,incomplete,,,39767,2,0.061368,
2026-09-02_001256_image,image_edit,IMG-LE-03,gemini-3-pro-image-vertex,measured,incomplete,,,18462,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-04,gpt-image-2-medium,invalid,incomplete,,,50895,2,0.061352,
2026-09-02_001256_image,image_edit,IMG-LE-04,gemini-3-pro-image-vertex,measured,incomplete,,,37803,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-05,gpt-image-2-medium,invalid,incomplete,,,46915,2,0.0614,
2026-09-02_001256_image,image_edit,IMG-LE-05,gemini-3-pro-image-vertex,measured,incomplete,,,22592,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-06,gpt-image-2-medium,invalid,incomplete,,,44733,2,0.06144,
2026-09-02_001256_image,image_edit,IMG-LE-06,gemini-3-pro-image-vertex,measured,incomplete,,,41012,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-07,gpt-image-2-medium,measured,awaiting_judgement,,,41308,1,0.061352,
2026-09-02_001256_image,image_edit,IMG-LE-07,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20477,1,0.134,
2026-09-02_001256_image,image_edit,IMG-LE-08,gpt-image-2-medium,invalid,incomplete,,,49593,2,0.061392,
2026-09-02_001256_image,image_edit,IMG-LE-08,gemini-3-pro-image-vertex,measured,incomplete,,,20135,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-09,gpt-image-2-medium,invalid,incomplete,,,50283,2,0.061368,
2026-09-02_001256_image,image_edit,IMG-LE-09,gemini-3-pro-image-vertex,measured,incomplete,,,21011,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-LE-10,gpt-image-2-medium,invalid,incomplete,,,54663,2,0.061456,
2026-09-02_001256_image,image_edit,IMG-LE-10,gemini-3-pro-image-vertex,measured,incomplete,,,24728,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-01,gpt-image-2-medium,measured,awaiting_judgement,,,53416,1,0.061368,
2026-09-02_001256_image,image_edit,IMG-STY-01,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,24622,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-02,gpt-image-2-medium,measured,awaiting_judgement,,,54563,1,0.061392,
2026-09-02_001256_image,image_edit,IMG-STY-02,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,20218,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-03,gpt-image-2-medium,measured,awaiting_judgement,,,55247,1,0.06992,
2026-09-02_001256_image,image_edit,IMG-STY-03,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,23299,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-04,gpt-image-2-medium,measured,awaiting_judgement,,,59057,1,0.08668,
2026-09-02_001256_image,image_edit,IMG-STY-04,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,48834,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-05,gpt-image-2-medium,measured,awaiting_judgement,,,46941,1,0.061392,
2026-09-02_001256_image,image_edit,IMG-STY-05,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,19040,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-06,gpt-image-2-medium,measured,awaiting_judgement,,,44822,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-STY-06,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,21459,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-07,gpt-image-2-medium,measured,awaiting_judgement,,,53494,1,0.061352,
2026-09-02_001256_image,image_edit,IMG-STY-07,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,25327,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-08,gpt-image-2-medium,measured,awaiting_judgement,,,56299,1,0.061176,
2026-09-02_001256_image,image_edit,IMG-STY-08,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,39267,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-STY-09,gpt-image-2-medium,measured,awaiting_judgement,,,52746,1,0.061432,
2026-09-02_001256_image,image_edit,IMG-STY-09,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,37386,1,0.134,
2026-09-02_001256_image,image_edit,IMG-STY-10,gpt-image-2-medium,measured,awaiting_judgement,,,52166,1,0.061416,
2026-09-02_001256_image,image_edit,IMG-STY-10,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,21732,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-TXT-08,gpt-image-2-medium,measured,awaiting_judgement,,,34708,1,0.061384,
2026-09-02_001256_image,image_edit,IMG-TXT-08,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,16783,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-TXT-09,gpt-image-2-medium,invalid,incomplete,,,44001,2,0.061392,
2026-09-02_001256_image,image_edit,IMG-TXT-09,gemini-3-pro-image-vertex,measured,incomplete,,,21245,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-TXT-10,gpt-image-2-medium,invalid,incomplete,,,44629,2,0.06144,
2026-09-02_001256_image,image_edit,IMG-TXT-10,gemini-3-pro-image-vertex,measured,incomplete,,,18949,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-UI-04,gpt-image-2-medium,measured,awaiting_judgement,,,46723,1,0.061384,
2026-09-02_001256_image,image_edit,IMG-UI-04,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,21158,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-UI-05,gpt-image-2-medium,measured,awaiting_judgement,,,42057,1,0.061392,
2026-09-02_001256_image,image_edit,IMG-UI-05,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,21032,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_001256_image,image_edit,IMG-UI-06,gpt-image-2-medium,measured,awaiting_judgement,,,51902,1,0.061272,
2026-09-02_001256_image,image_edit,IMG-UI-06,gemini-3-pro-image-vertex,measured,awaiting_judgement,,,22843,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-BRAND-01,gpt-image-2-medium,scored,completed,10.0,scored,29059,1,0.042218,
2026-09-02_011110_image,image_edit,IMG-BRAND-01,gemini-3-pro-image-vertex,scored,completed,10.0,scored,24793,1,0.134,
2026-09-02_011110_image,image_edit,IMG-BRAND-02,gpt-image-2-medium,scored,completed,10.0,scored,30653,1,0.042202,
2026-09-02_011110_image,image_edit,IMG-BRAND-02,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21094,1,0.134,
2026-09-02_011110_image,image_edit,IMG-BRAND-03,gpt-image-2-medium,scored,completed,10.0,scored,30515,1,0.042194,
2026-09-02_011110_image,image_edit,IMG-BRAND-03,gemini-3-pro-image-vertex,scored,completed,9.1111,scored,47884,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-BRAND-04,gpt-image-2-medium,scored,completed,8.8333,scored,30775,1,0.050674,
2026-09-02_011110_image,image_edit,IMG-BRAND-04,gemini-3-pro-image-vertex,scored,completed,9.6667,scored,27437,1,0.134,
2026-09-02_011110_image,image_edit,IMG-BRAND-05,gpt-image-2-medium,scored,completed,7.0674,scored,38783,1,0.05909,
2026-09-02_011110_image,image_edit,IMG-BRAND-05,gemini-3-pro-image-vertex,scored,completed,8.3319,scored,33764,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-BRAND-06,gpt-image-2-medium,scored,completed,10.0,scored,31546,1,0.042154,
2026-09-02_011110_image,image_edit,IMG-BRAND-06,gemini-3-pro-image-vertex,scored,completed,8.5,scored,39520,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-BRAND-07,gpt-image-2-medium,scored,completed,10.0,scored,37292,1,0.042202,
2026-09-02_011110_image,image_edit,IMG-BRAND-07,gemini-3-pro-image-vertex,scored,completed,10.0,scored,51675,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-BRAND-08,gpt-image-2-medium,scored,completed,7.4167,scored,28435,1,0.042186,
2026-09-02_011110_image,image_edit,IMG-BRAND-08,gemini-3-pro-image-vertex,scored,completed,7.9444,scored,21099,1,0.134,
2026-09-02_011110_image,image_edit,IMG-BRAND-09,gpt-image-2-medium,scored,completed,9.7444,scored,38291,1,0.042154,
2026-09-02_011110_image,image_edit,IMG-BRAND-09,gemini-3-pro-image-vertex,scored,completed,9.5444,scored,20608,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
